num,titulo_empleo,descripcion_empleo,etiquetas_empleo
3853,Proyecto o concurso privado #2197055,"Por favor, regístrate o inicia sesión para ver los detalles.","[""Diseño gráfico"", ""Illustrator"", ""Diseño de logotipos"", ""Photoshop""]"
3854,Interactive software,"Hi 

Expert Javascript and others 
Web developer","[""HTML5"", ""Java"", ""JavaScript"", ""PHP"", ""Arquitectura de software""]"
3855,app developer,I want a discount coupon app that can use by business owners to give discounts to their customers.,"[""Android"", ""iPad"", ""iPhone"", ""Desarrollo de apps móviles"", ""Objective C""]"
3856,logo design podcast  - 11/01/2023 14:06 EST,"I need  a professional   help  me to rebuild my website 

my previous developer use Wordpress and Tutor LMS , I want to install some plug and widget and master how to use it.

3 hours that all I need","[""MySQL"", ""PHP"", ""Web Hosting"", ""WEBDEV"", ""WordPress""]"
3857,Looking for Marketo Expert,we are looking Marketo expert developer . pls ping me if you have exp in marketo,"[""Marketing"", ""Marketo"", ""Salesforce.com"", ""Software Engineering""]"
3858,iOS with Swift developer  but Expert and experience 3 to 7 years...,"We want to fixed 2 issues.

1. Test on Emulator for all device working fine or not? if have any issues on any device then fixed
2. one Playlist showing empty. (i will guide you steps how you can fixed it.)","[""iPad"", ""iPhone"", ""Desarrollo de apps móviles"", ""Objective C"", ""Swift""]"
3859,"Full Stack Developer Needed (Django, ReactJS)","We're looking for an experience Django + ReactJS full stack developer who can dedicate full time on weekdays.

Responsibilities:

Design and implement the architecture for web applications
Integrate with 3rd-party APIs and services
Optimize database design and performance
Write clean, maintainable, and efficient code
Work collaboratively with the development team to identify and fix bugs
Write and maintain technical documentation

Requirements:

Strong understanding of web development
Proficiency in Python, Django, React.js
Experience with database design and optimization a plus
Familiarity with front-end technologies (HTML, CSS, JavaScript) a plus
Excellent problem-solving skills
Strong attention to detail
Unit Testing
Excellent communication skills","[""Django"", ""Git"", ""JavaScript"", ""MERN Stack"", ""Python""]"
3860,Need UE5 Proficient Developer for Project -- 2,"Need UE5 proficient developer to assist with debugging and fixing up UE5 project.

Must understand C++, able to utilize VS for project files, and know how to fix UE5 project UI","["".NET"", ""Programación en C++"", ""Arquitectura de software"", ""Unreal Engine""]"
3861,"JavaScript, AFrame, 8th Wall developer","Looking for talented and fast JavaScript, Aframe developer who can troubleshoot 8th wall AR code and male adjustment.
Fast turnaround needed. Please apply with existing js, aframe and 8th wall experience.","[""JavaScript"", ""jQuery""]"
3862,Django front-end developer,"This is a full time remote position. Contract for 3 months to hire-long term

About the role:

Working directly with the Head of Engineering (Brian) and the Head of Product (Hamza) - this is the first full time engineer hire for Codapet! Their skillset should compliment Brian who has a focus on backend development (in Python) but there is no required separation of contributions. We are creating a culture which focuses on collaboration and ownership.

The successful candidate will have a proven track record of pragmatic & iterative product development. They should also have an interest in having a broad understanding of the business domain. Pet lovers are _very_ welcome! We expect our team to be passionate about building software that works for our users, while creating a sustaina...","[""Django"", ""Frontend Development"", ""Git"", ""MEAN Stack"", ""Python"", ""Arquitectura de software""]"
3863,Looking for full stack developer to develop app for multiple projects.,"Hello,

I am looking for a full stack developer(team of full stack developers).
Need two apps to be made. Don't wanna discuss the details here.

Just that it'll be something similar to posting an add and relevant people should be able to approach you back if the add is relevant for you.

Note that once you apply for the job you accept to not sharing the idea with anyone else.

Regards","[""Android"", ""Java"", ""JavaScript"", ""Desarrollo de apps móviles"", ""PHP""]"
3864,I Need a AI developer who knows kivy well,I was looking for a AI developer who knows yolov well with kivy to fix a issue.,"[""Machine Learning (ML)"", ""Python"", ""Pytorch""]"
3865,Looking for a senior python developer,"Looking for a senior python developer.
If you have experiences with docker and mongodb, then it would be great","[""Django"", ""Docker"", ""MongoDB"", ""Python"", ""Arquitectura de software""]"
3866,Developer & Configure a Product Customizer.,"In need of a product customizer that can be used to draw, Edit and configure Product. Users should be able to save it locally once he/she finishes the customization of it. This tool should come up with variety of options that I am happy to share in the form of mockups. More details will be provided to the shortlisted candidate.","[""Amazon Web Services"", ""Laravel"", ""PHP"", ""React.js"", ""Diseño de sitios web""]"
3867,Ruby on Rails hosting expert.,"I need devOps developer to host ruby instance in WHM hosting.

Overview

We wish to build a social media server using the Mastadon open source code to serve the construction industry. This will be hosted under the domain  to be hosted on a new Cpanel account within our dedicated server.

Part of your task will be to set up the actual Cpanel for the domain within the server’s WHM, and also to obtain and modify (as below) the relevant Mastadon source code and materials.

Within our server, we would use the Mastadon template modified with provision for sidebar and in-post advertising within standard sizes for internet advertising (ideally responsive for mobile as well as desktop media).  The backend design would allow us to quickly place and update/replace code from Google Ad Man...","[""Git"", ""HTML"", ""PHP"", ""Ruby on Rails"", ""Web Hosting""]"
3868,I need a Wordpress developer,"Hello, I really need somebody to make me plugin that would let me post bulk posts from .XLSX file to my searchable cascade database on my Wordpress page. Thanks!","[""CSS"", ""HTML"", ""MySQL"", ""PHP"", ""WordPress""]"
3869,Flutter AR Expert Developer Required,Need to develop an app with AR for android/iOS,"[""Android"", ""Dart"", ""Flutter"", ""iPhone"", ""Desarrollo de apps móviles""]"
3870,Adding PayPal Subscription Payments and Fix IPN Inside A Laravel App,"I have a Laravel App that needs to add PayPal Subscription Payments to in addition to fixing the IPN for PayPal direct payments.

I need a developer with good experience with Laravel Projects and PayPal Payments integrations.

I will give you more details while discussing this in live chat.

Regards","[""HTML"", ""Laravel"", ""MySQL"", ""Payment Gateway Integration"", ""PHP""]"
3871,Business Developer,Sales and Marketing of a Platform.,"[""Digital Marketing"", ""Marketing por Internet"", ""Ventas"", ""Telemarketing""]"
